date,market,account,brand,category,rep,goal,sales_volume,displays,pods,voids
2026-01-21,Houston,Market Street,Gulf Tequila,Wine,Casey Diaz,163,186,2,11,0
2026-01-21,Houston,Market Street,Prairie Pinot Grigio,Spirits,Jordan Lee,151,126,0,17,2
2026-01-21,Houston,Tom Thumb,Estate Ridge Cabernet,Wine,Sam Nguyen,139,141,0,13,1
2026-01-21,Dallas,Tom Thumb,Gulf Tequila,Spirits,Casey Diaz,104,99,0,11,1
2026-01-22,Dallas,Central Market,Gulf Tequila,Spirits,Sam Nguyen,116,115,1,8,2
2026-01-22,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Jamie Patel,149,135,1,10,0
2026-01-22,Houston,Whole Foods,Gulf Tequila,Beer,Sam Nguyen,199,189,0,13,2
2026-01-22,Austin,Market Street,Gulf Tequila,Beer,Taylor Morgan,188,166,0,14,3
2026-01-22,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Taylor Morgan,126,160,2,6,0
2026-01-22,San Antonio,Kroger,Lone Star Vodka,Spirits,Jamie Patel,123,135,0,6,0
2026-01-22,San Antonio,Kroger,Prairie Pinot Grigio,Wine,Drew Kim,163,186,0,10,0
2026-01-22,Houston,Tom Thumb,Gulf Tequila,Wine,Drew Kim,134,129,0,7,1
2026-01-22,San Antonio,Kroger,Gulf Tequila,Spirits,Jamie Patel,107,99,1,12,1
2026-01-22,Dallas,Whole Foods,Prairie Pinot Grigio,Spirits,Drew Kim,117,141,2,16,1
2026-01-22,Austin,Central Market,Prairie Pinot Grigio,Beer,Riley Brooks,166,133,1,13,4
2026-01-22,Austin,Central Market,Hill Country IPA,Spirits,Riley Brooks,113,137,1,15,1
2026-01-22,Austin,Central Market,Hill Country IPA,Wine,Casey Diaz,145,144,1,12,1
2026-01-22,Austin,Tom Thumb,Hill Country IPA,Spirits,Casey Diaz,110,116,1,13,2
2026-01-22,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Taylor Morgan,157,168,1,13,0
2026-01-22,Houston,Whole Foods,Gulf Tequila,Wine,Jamie Patel,199,248,1,10,1
2026-01-22,Houston,Market Street,Gulf Tequila,Spirits,Alex Carter,157,132,0,13,1
2026-01-22,Austin,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,125,139,1,11,0
2026-01-22,Austin,Central Market,Prairie Pinot Grigio,Beer,Jamie Patel,168,170,0,11,0
2026-01-22,San Antonio,Kroger,Gulf Tequila,Wine,Casey Diaz,134,109,1,8,1
2026-01-22,Austin,Kroger,Gulf Tequila,Wine,Sam Nguyen,133,159,1,14,1
2026-01-22,Dallas,Tom Thumb,Estate Ridge Cabernet,Spirits,Alex Carter,92,103,4,16,2
2026-01-22,Austin,Market Street,Gulf Tequila,Spirits,Riley Brooks,153,142,0,15,0
2026-01-22,Dallas,Kroger,Prairie Pinot Grigio,Wine,Casey Diaz,119,135,3,12,0
2026-01-22,Houston,Kroger,Lone Star Vodka,Beer,Casey Diaz,218,204,1,14,1
2026-01-22,Houston,Central Market,Gulf Tequila,Wine,Riley Brooks,156,158,0,16,0
2026-01-22,Dallas,Tom Thumb,Gulf Tequila,Beer,Riley Brooks,181,166,0,14,1
2026-01-22,San Antonio,Tom Thumb,Lone Star Vodka,Beer,Drew Kim,188,176,0,10,0
2026-01-22,Dallas,Whole Foods,Estate Ridge Cabernet,Spirits,Riley Brooks,121,130,1,12,0
2026-01-22,Austin,Whole Foods,Estate Ridge Cabernet,Spirits,Taylor Morgan,141,171,3,13,1
2026-01-22,Houston,Tom Thumb,Estate Ridge Cabernet,Spirits,Casey Diaz,132,156,3,8,1
2026-01-22,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Riley Brooks,115,99,1,21,0
2026-01-22,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Drew Kim,80,74,0,12,0
2026-01-22,Dallas,Whole Foods,Hill Country IPA,Spirits,Riley Brooks,151,187,3,10,0
2026-01-22,Austin,Central Market,Lone Star Vodka,Wine,Alex Carter,144,132,0,14,4
2026-01-22,Austin,Central Market,Prairie Pinot Grigio,Beer,Sam Nguyen,188,168,2,16,3
2026-01-22,San Antonio,Whole Foods,Gulf Tequila,Wine,Drew Kim,160,151,0,11,3
2026-01-22,San Antonio,Whole Foods,Gulf Tequila,Spirits,Jamie Patel,141,176,1,9,1
2026-01-22,Houston,Tom Thumb,Gulf Tequila,Beer,Sam Nguyen,187,184,0,12,1
2026-01-22,Houston,Market Street,Prairie Pinot Grigio,Beer,Jamie Patel,221,186,1,12,0
2026-01-22,San Antonio,Tom Thumb,Gulf Tequila,Beer,Taylor Morgan,169,183,1,12,0
2026-01-22,Dallas,Whole Foods,Gulf Tequila,Beer,Drew Kim,181,237,1,11,0
2026-01-22,San Antonio,Kroger,Hill Country IPA,Spirits,Jordan Lee,113,101,1,14,3
2026-01-22,San Antonio,Central Market,Hill Country IPA,Wine,Taylor Morgan,159,139,1,14,0
2026-01-22,Houston,Tom Thumb,Hill Country IPA,Wine,Taylor Morgan,169,160,0,9,2
2026-01-22,Austin,Central Market,Gulf Tequila,Wine,Riley Brooks,163,148,1,15,1
2026-01-22,Houston,Market Street,Lone Star Vodka,Wine,Riley Brooks,163,165,0,12,1
2026-01-22,Austin,Market Street,Prairie Pinot Grigio,Beer,Riley Brooks,183,155,0,9,2
2026-01-22,San Antonio,Kroger,Gulf Tequila,Wine,Jamie Patel,152,198,3,10,1
2026-01-22,San Antonio,Kroger,Hill Country IPA,Spirits,Jordan Lee,106,108,1,17,0
2026-01-22,Dallas,Kroger,Lone Star Vodka,Beer,Riley Brooks,167,162,0,18,1
2026-01-22,San Antonio,Central Market,Estate Ridge Cabernet,Spirits,Sam Nguyen,170,185,0,9,0
2026-01-22,Austin,Whole Foods,Estate Ridge Cabernet,Spirits,Taylor Morgan,119,100,1,7,3
2026-01-22,Dallas,Tom Thumb,Lone Star Vodka,Beer,Casey Diaz,168,199,2,14,0
2026-01-22,San Antonio,Kroger,Gulf Tequila,Wine,Riley Brooks,139,139,0,12,2
2026-01-22,Austin,Central Market,Gulf Tequila,Beer,Taylor Morgan,186,172,0,14,1
2026-01-22,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Jordan Lee,168,175,1,15,0
2026-01-22,Austin,Central Market,Estate Ridge Cabernet,Spirits,Jamie Patel,125,151,1,14,0
2026-01-22,Houston,Market Street,Hill Country IPA,Wine,Alex Carter,165,176,1,9,0
2026-01-22,Austin,Central Market,Gulf Tequila,Wine,Drew Kim,160,164,0,9,0
2026-01-22,Houston,Kroger,Hill Country IPA,Spirits,Sam Nguyen,116,156,1,11,0
2026-01-22,San Antonio,Market Street,Prairie Pinot Grigio,Beer,Taylor Morgan,212,228,2,15,1
2026-01-22,Austin,Whole Foods,Hill Country IPA,Beer,Drew Kim,195,160,1,14,0
2026-01-22,Austin,Tom Thumb,Estate Ridge Cabernet,Wine,Taylor Morgan,133,124,1,6,0
2026-01-22,Houston,Central Market,Prairie Pinot Grigio,Spirits,Casey Diaz,141,145,0,17,0
2026-01-22,Dallas,Central Market,Gulf Tequila,Beer,Riley Brooks,178,127,1,14,5
2026-01-22,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Jamie Patel,161,166,3,16,3
2026-01-22,Houston,Kroger,Hill Country IPA,Spirits,Sam Nguyen,135,129,1,16,2
2026-01-22,Houston,Central Market,Lone Star Vodka,Spirits,Taylor Morgan,151,160,0,12,0
2026-01-22,Houston,Kroger,Lone Star Vodka,Wine,Alex Carter,148,110,0,10,0
2026-01-22,Houston,Kroger,Gulf Tequila,Spirits,Taylor Morgan,127,120,0,15,0
2026-01-22,Austin,Kroger,Hill Country IPA,Beer,Alex Carter,173,167,1,11,0
2026-01-22,Dallas,Market Street,Prairie Pinot Grigio,Beer,Sam Nguyen,167,165,3,13,0
2026-01-22,San Antonio,Market Street,Prairie Pinot Grigio,Spirits,Jamie Patel,136,125,0,14,2
2026-01-22,San Antonio,Central Market,Hill Country IPA,Wine,Taylor Morgan,175,157,0,12,1
2026-01-22,Austin,Tom Thumb,Estate Ridge Cabernet,Beer,Alex Carter,151,155,2,16,0
2026-01-22,San Antonio,Tom Thumb,Lone Star Vodka,Spirits,Alex Carter,104,86,0,13,1
2026-01-22,Houston,Central Market,Estate Ridge Cabernet,Beer,Riley Brooks,220,207,0,8,2
2026-01-22,Austin,Tom Thumb,Prairie Pinot Grigio,Beer,Sam Nguyen,170,182,0,16,0
2026-01-22,Austin,Tom Thumb,Hill Country IPA,Wine,Taylor Morgan,135,135,3,12,2
2026-01-22,San Antonio,Kroger,Hill Country IPA,Beer,Casey Diaz,190,259,3,10,0
2026-01-22,Dallas,Whole Foods,Hill Country IPA,Wine,Riley Brooks,117,128,1,11,1
2026-01-22,Houston,Whole Foods,Hill Country IPA,Wine,Taylor Morgan,152,195,3,10,1
2026-01-22,Dallas,Market Street,Lone Star Vodka,Beer,Jordan Lee,181,181,1,8,1
2026-01-22,Austin,Tom Thumb,Estate Ridge Cabernet,Wine,Alex Carter,137,128,0,16,1
2026-01-22,Dallas,Kroger,Hill Country IPA,Spirits,Jordan Lee,96,100,1,10,1
2026-01-22,San Antonio,Kroger,Hill Country IPA,Wine,Alex Carter,160,179,2,8,1
2026-01-22,San Antonio,Kroger,Gulf Tequila,Wine,Casey Diaz,144,153,0,8,1
2026-01-22,Austin,Central Market,Estate Ridge Cabernet,Wine,Casey Diaz,145,161,0,16,0
2026-01-22,Houston,Market Street,Prairie Pinot Grigio,Spirits,Jamie Patel,157,119,1,12,6
2026-01-22,San Antonio,Whole Foods,Gulf Tequila,Spirits,Taylor Morgan,124,119,0,11,1
2026-01-22,Austin,Tom Thumb,Lone Star Vodka,Wine,Jordan Lee,140,134,0,15,0
2026-01-22,Austin,Central Market,Gulf Tequila,Beer,Casey Diaz,157,127,0,15,1
2026-01-22,Austin,Central Market,Estate Ridge Cabernet,Wine,Drew Kim,129,111,1,19,1
2026-01-22,Austin,Central Market,Hill Country IPA,Spirits,Taylor Morgan,132,139,0,11,1
2026-01-22,Austin,Kroger,Lone Star Vodka,Wine,Sam Nguyen,127,118,0,13,0
2026-01-22,Austin,Tom Thumb,Hill Country IPA,Spirits,Jamie Patel,124,148,2,7,0
2026-01-22,Houston,Central Market,Lone Star Vodka,Beer,Jordan Lee,192,178,0,9,4
2026-01-22,San Antonio,Market Street,Prairie Pinot Grigio,Beer,Riley Brooks,213,214,0,14,0
2026-01-22,San Antonio,Central Market,Lone Star Vodka,Wine,Jamie Patel,107,129,3,11,2
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Spirits,Jamie Patel,113,92,0,5,1
2026-01-23,Austin,Market Street,Lone Star Vodka,Wine,Alex Carter,130,134,1,11,3
2026-01-23,Austin,Kroger,Estate Ridge Cabernet,Beer,Sam Nguyen,152,161,0,8,0
2026-01-23,Austin,Central Market,Estate Ridge Cabernet,Spirits,Taylor Morgan,115,105,0,12,2
2026-01-23,San Antonio,Whole Foods,Gulf Tequila,Beer,Sam Nguyen,206,227,0,14,0
2026-01-23,San Antonio,Market Street,Gulf Tequila,Beer,Jordan Lee,193,198,2,12,1
2026-01-23,Austin,Market Street,Estate Ridge Cabernet,Beer,Sam Nguyen,184,199,1,13,1
2026-01-23,San Antonio,Whole Foods,Lone Star Vodka,Beer,Taylor Morgan,208,195,0,8,0
2026-01-23,Austin,Market Street,Gulf Tequila,Spirits,Alex Carter,139,124,1,11,0
2026-01-23,Dallas,Kroger,Hill Country IPA,Spirits,Sam Nguyen,101,94,2,10,3
2026-01-23,Houston,Whole Foods,Prairie Pinot Grigio,Wine,Jordan Lee,168,150,0,11,3
2026-01-23,Austin,Central Market,Estate Ridge Cabernet,Spirits,Alex Carter,119,88,0,12,1
2026-01-23,San Antonio,Tom Thumb,Estate Ridge Cabernet,Wine,Taylor Morgan,140,149,1,10,0
2026-01-23,Austin,Tom Thumb,Estate Ridge Cabernet,Beer,Casey Diaz,142,133,0,14,2
2026-01-23,Dallas,Market Street,Lone Star Vodka,Spirits,Riley Brooks,124,126,1,7,2
2026-01-23,Austin,Whole Foods,Hill Country IPA,Beer,Casey Diaz,209,249,0,13,0
2026-01-23,Austin,Whole Foods,Prairie Pinot Grigio,Wine,Casey Diaz,160,141,0,12,3
2026-01-23,Dallas,Central Market,Lone Star Vodka,Spirits,Drew Kim,118,114,1,11,1
2026-01-23,Austin,Central Market,Estate Ridge Cabernet,Wine,Taylor Morgan,130,147,1,9,0
2026-01-23,Austin,Central Market,Lone Star Vodka,Wine,Taylor Morgan,138,141,1,18,0
2026-01-23,Dallas,Kroger,Estate Ridge Cabernet,Beer,Drew Kim,146,181,2,7,0
2026-01-23,Houston,Tom Thumb,Estate Ridge Cabernet,Beer,Taylor Morgan,183,184,0,18,0
2026-01-23,San Antonio,Central Market,Gulf Tequila,Spirits,Taylor Morgan,127,136,2,11,1
2026-01-23,Houston,Market Street,Hill Country IPA,Wine,Casey Diaz,185,193,1,14,2
2026-01-23,Austin,Central Market,Hill Country IPA,Wine,Alex Carter,131,159,1,11,1
2026-01-23,Dallas,Market Street,Lone Star Vodka,Beer,Jordan Lee,165,172,1,9,0
2026-01-23,Houston,Tom Thumb,Lone Star Vodka,Spirits,Drew Kim,114,147,3,8,1
2026-01-23,Houston,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,184,216,2,12,2
2026-01-23,Houston,Central Market,Prairie Pinot Grigio,Beer,Sam Nguyen,194,208,1,11,1
2026-01-23,Austin,Market Street,Gulf Tequila,Spirits,Riley Brooks,129,129,1,9,3
2026-01-23,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Jordan Lee,181,173,1,16,0
2026-01-23,San Antonio,Central Market,Hill Country IPA,Spirits,Taylor Morgan,131,100,0,14,2
2026-01-23,San Antonio,Market Street,Hill Country IPA,Beer,Taylor Morgan,218,297,4,8,0
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Jordan Lee,140,123,1,9,1
2026-01-23,Austin,Central Market,Prairie Pinot Grigio,Wine,Taylor Morgan,133,113,0,11,3
2026-01-23,San Antonio,Whole Foods,Gulf Tequila,Spirits,Jamie Patel,156,192,3,13,1
2026-01-23,Houston,Kroger,Lone Star Vodka,Spirits,Alex Carter,123,130,0,16,0
2026-01-23,Houston,Whole Foods,Hill Country IPA,Wine,Jamie Patel,156,175,1,11,0
2026-01-23,Dallas,Market Street,Prairie Pinot Grigio,Beer,Sam Nguyen,173,201,1,14,0
2026-01-23,San Antonio,Whole Foods,Estate Ridge Cabernet,Beer,Sam Nguyen,172,169,0,15,0
2026-01-23,Dallas,Kroger,Lone Star Vodka,Spirits,Drew Kim,118,115,2,12,1
2026-01-23,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Jamie Patel,194,190,1,15,2
2026-01-23,San Antonio,Central Market,Hill Country IPA,Spirits,Sam Nguyen,101,117,2,9,0
2026-01-23,San Antonio,Market Street,Hill Country IPA,Wine,Drew Kim,151,150,1,13,3
2026-01-23,San Antonio,Central Market,Hill Country IPA,Wine,Sam Nguyen,153,133,0,10,1
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Taylor Morgan,150,162,3,13,1
2026-01-23,Dallas,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,162,171,0,16,1
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Riley Brooks,126,145,1,12,2
2026-01-23,Austin,Whole Foods,Lone Star Vodka,Wine,Riley Brooks,154,148,1,12,1
2026-01-23,Austin,Central Market,Prairie Pinot Grigio,Spirits,Jordan Lee,117,112,1,13,2
2026-01-23,San Antonio,Central Market,Gulf Tequila,Wine,Jordan Lee,173,180,0,12,0
2026-01-23,Houston,Tom Thumb,Hill Country IPA,Beer,Jamie Patel,171,142,0,15,0
2026-01-23,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Sam Nguyen,129,124,1,10,0
2026-01-23,Dallas,Kroger,Hill Country IPA,Wine,Alex Carter,144,174,1,11,0
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Beer,Sam Nguyen,206,238,1,20,0
2026-01-23,Houston,Tom Thumb,Lone Star Vodka,Spirits,Sam Nguyen,129,133,2,15,0
2026-01-23,Houston,Kroger,Gulf Tequila,Spirits,Jordan Lee,140,145,1,14,0
2026-01-23,Austin,Market Street,Lone Star Vodka,Beer,Casey Diaz,200,277,2,14,1
2026-01-23,Houston,Market Street,Hill Country IPA,Beer,Sam Nguyen,246,274,1,11,1
2026-01-23,Austin,Tom Thumb,Lone Star Vodka,Wine,Sam Nguyen,144,171,1,10,0
2026-01-23,Houston,Central Market,Hill Country IPA,Wine,Sam Nguyen,145,138,0,9,0
2026-01-23,Houston,Kroger,Prairie Pinot Grigio,Spirits,Casey Diaz,135,131,1,14,0
2026-01-23,San Antonio,Whole Foods,Hill Country IPA,Beer,Alex Carter,176,195,2,15,0
2026-01-23,Houston,Market Street,Estate Ridge Cabernet,Beer,Jordan Lee,214,217,2,19,1
2026-01-23,Austin,Market Street,Gulf Tequila,Spirits,Riley Brooks,135,119,1,16,0
2026-01-23,Austin,Central Market,Gulf Tequila,Wine,Sam Nguyen,178,190,1,10,0
2026-01-23,Houston,Market Street,Estate Ridge Cabernet,Spirits,Riley Brooks,146,119,0,12,3
2026-01-23,Houston,Kroger,Lone Star Vodka,Spirits,Casey Diaz,140,127,0,14,1
2026-01-23,Houston,Market Street,Hill Country IPA,Spirits,Casey Diaz,147,136,0,15,1
2026-01-23,Austin,Kroger,Estate Ridge Cabernet,Beer,Drew Kim,168,184,2,14,1
2026-01-23,San Antonio,Market Street,Hill Country IPA,Beer,Jordan Lee,185,204,1,14,0
2026-01-23,Dallas,Kroger,Estate Ridge Cabernet,Spirits,Drew Kim,88,85,0,15,1
2026-01-23,San Antonio,Tom Thumb,Hill Country IPA,Beer,Alex Carter,162,171,1,10,1
2026-01-23,Dallas,Kroger,Hill Country IPA,Wine,Jamie Patel,134,130,1,11,0
2026-01-23,Austin,Central Market,Hill Country IPA,Spirits,Riley Brooks,130,140,2,12,3
2026-01-23,Austin,Market Street,Gulf Tequila,Spirits,Drew Kim,104,90,1,14,0
2026-01-23,Austin,Market Street,Hill Country IPA,Beer,Jordan Lee,197,219,2,10,2
2026-01-23,Dallas,Tom Thumb,Prairie Pinot Grigio,Spirits,Jamie Patel,93,90,0,6,1
2026-01-23,San Antonio,Market Street,Hill Country IPA,Beer,Taylor Morgan,222,276,2,14,0
2026-01-23,Dallas,Central Market,Gulf Tequila,Wine,Casey Diaz,124,139,1,13,0
2026-01-23,Austin,Tom Thumb,Gulf Tequila,Beer,Jordan Lee,162,123,0,14,2
2026-01-23,Dallas,Whole Foods,Lone Star Vodka,Wine,Riley Brooks,135,115,0,9,2
2026-01-23,Houston,Central Market,Estate Ridge Cabernet,Wine,Jamie Patel,158,145,2,13,2
2026-01-23,Austin,Kroger,Hill Country IPA,Spirits,Taylor Morgan,136,131,1,8,2
2026-01-23,San Antonio,Market Street,Prairie Pinot Grigio,Beer,Drew Kim,179,188,0,18,1
2026-01-23,Dallas,Whole Foods,Gulf Tequila,Beer,Taylor Morgan,151,109,1,13,1
2026-01-23,Austin,Market Street,Lone Star Vodka,Beer,Jamie Patel,178,189,0,8,0
2026-01-23,Dallas,Tom Thumb,Hill Country IPA,Wine,Taylor Morgan,121,117,1,10,3
2026-01-23,San Antonio,Kroger,Prairie Pinot Grigio,Beer,Casey Diaz,169,131,1,11,2
2026-01-23,Dallas,Central Market,Prairie Pinot Grigio,Spirits,Casey Diaz,94,130,2,12,0
2026-01-23,Houston,Whole Foods,Lone Star Vodka,Wine,Alex Carter,201,158,0,10,3
2026-01-23,Austin,Market Street,Lone Star Vodka,Beer,Jordan Lee,208,224,1,12,1
2026-01-23,Austin,Whole Foods,Lone Star Vodka,Wine,Casey Diaz,138,157,2,14,1
2026-01-23,Houston,Whole Foods,Gulf Tequila,Beer,Casey Diaz,213,147,0,10,2
2026-01-23,Dallas,Market Street,Gulf Tequila,Wine,Drew Kim,126,96,0,12,1
2026-01-23,San Antonio,Central Market,Estate Ridge Cabernet,Beer,Alex Carter,186,245,4,15,0
2026-01-23,San Antonio,Tom Thumb,Estate Ridge Cabernet,Wine,Casey Diaz,114,92,0,13,0
2026-01-23,Austin,Kroger,Prairie Pinot Grigio,Spirits,Jordan Lee,130,88,0,8,1
2026-01-23,Austin,Kroger,Estate Ridge Cabernet,Wine,Jamie Patel,165,163,1,11,2
2026-01-23,Houston,Market Street,Lone Star Vodka,Beer,Alex Carter,216,218,0,10,0
2026-01-24,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Drew Kim,110,103,2,10,0
2026-01-24,Austin,Kroger,Estate Ridge Cabernet,Wine,Riley Brooks,130,133,1,8,0
2026-01-24,Dallas,Kroger,Estate Ridge Cabernet,Wine,Jordan Lee,83,82,4,14,1
2026-01-24,San Antonio,Market Street,Hill Country IPA,Beer,Drew Kim,212,186,0,14,0
2026-01-24,Austin,Market Street,Hill Country IPA,Spirits,Jordan Lee,117,120,3,15,1
2026-01-24,Dallas,Central Market,Estate Ridge Cabernet,Wine,Taylor Morgan,114,104,1,9,0
2026-01-24,Austin,Whole Foods,Estate Ridge Cabernet,Spirits,Jordan Lee,125,139,1,17,3
2026-01-24,Dallas,Whole Foods,Hill Country IPA,Spirits,Taylor Morgan,125,113,0,14,2
2026-01-24,Austin,Central Market,Lone Star Vodka,Spirits,Casey Diaz,111,109,1,11,0
2026-01-24,Houston,Market Street,Hill Country IPA,Spirits,Alex Carter,141,125,0,15,0
2026-01-24,Austin,Central Market,Estate Ridge Cabernet,Beer,Riley Brooks,172,154,0,17,2
2026-01-24,Houston,Market Street,Gulf Tequila,Spirits,Jamie Patel,160,190,1,12,1
2026-01-24,Dallas,Central Market,Lone Star Vodka,Wine,Riley Brooks,108,115,0,9,0
2026-01-24,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Drew Kim,129,160,4,12,1
2026-01-24,San Antonio,Central Market,Estate Ridge Cabernet,Wine,Alex Carter,162,135,0,17,2
2026-01-24,Houston,Kroger,Gulf Tequila,Wine,Casey Diaz,169,139,0,13,0
2026-01-24,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Alex Carter,166,185,1,12,1
2026-01-24,Houston,Whole Foods,Prairie Pinot Grigio,Wine,Alex Carter,177,166,1,12,0
2026-01-24,Austin,Central Market,Estate Ridge Cabernet,Wine,Casey Diaz,139,127,0,12,0
2026-01-24,Dallas,Kroger,Prairie Pinot Grigio,Beer,Alex Carter,153,161,2,11,0
2026-01-24,Houston,Tom Thumb,Prairie Pinot Grigio,Spirits,Jordan Lee,148,125,0,15,1
2026-01-24,San Antonio,Market Street,Gulf Tequila,Spirits,Casey Diaz,147,127,0,10,3
2026-01-24,Dallas,Kroger,Lone Star Vodka,Spirits,Drew Kim,121,136,0,10,0
2026-01-24,Dallas,Kroger,Prairie Pinot Grigio,Spirits,Sam Nguyen,96,120,1,7,1
2026-01-24,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Taylor Morgan,109,98,0,6,0
2026-01-24,Austin,Tom Thumb,Hill Country IPA,Spirits,Sam Nguyen,124,117,0,10,0
2026-01-24,San Antonio,Tom Thumb,Prairie Pinot Grigio,Beer,Casey Diaz,190,220,1,14,1
2026-01-24,Houston,Whole Foods,Estate Ridge Cabernet,Spirits,Riley Brooks,142,188,2,10,1
2026-01-24,Dallas,Tom Thumb,Hill Country IPA,Beer,Taylor Morgan,164,163,1,13,0
2026-01-24,Austin,Whole Foods,Prairie Pinot Grigio,Beer,Drew Kim,206,218,3,14,0
2026-01-24,Austin,Tom Thumb,Hill Country IPA,Wine,Casey Diaz,120,97,0,16,1
2026-01-24,San Antonio,Kroger,Prairie Pinot Grigio,Spirits,Taylor Morgan,118,99,0,14,1
2026-01-24,Austin,Tom Thumb,Estate Ridge Cabernet,Wine,Jamie Patel,107,148,4,15,0
2026-01-24,San Antonio,Whole Foods,Lone Star Vodka,Wine,Casey Diaz,159,168,1,13,1
2026-01-24,San Antonio,Market Street,Estate Ridge Cabernet,Wine,Casey Diaz,161,152,1,13,1
2026-01-24,San Antonio,Market Street,Lone Star Vodka,Spirits,Jordan Lee,133,141,2,9,1
2026-01-24,Houston,Tom Thumb,Lone Star Vodka,Beer,Jordan Lee,194,159,0,10,2
2026-01-24,Houston,Market Street,Lone Star Vodka,Beer,Riley Brooks,243,261,2,10,0
2026-01-24,Austin,Tom Thumb,Estate Ridge Cabernet,Wine,Riley Brooks,135,128,1,10,2
2026-01-24,Austin,Tom Thumb,Estate Ridge Cabernet,Beer,Drew Kim,148,130,0,16,4
2026-01-24,Houston,Tom Thumb,Prairie Pinot Grigio,Beer,Riley Brooks,182,166,0,5,0
2026-01-24,San Antonio,Market Street,Gulf Tequila,Wine,Drew Kim,161,167,2,16,1
2026-01-24,San Antonio,Whole Foods,Lone Star Vodka,Spirits,Casey Diaz,120,109,0,14,1
2026-01-24,Houston,Tom Thumb,Lone Star Vodka,Beer,Jordan Lee,184,200,0,14,1
2026-01-24,Austin,Tom Thumb,Gulf Tequila,Spirits,Taylor Morgan,95,101,1,9,1
2026-01-24,Dallas,Market Street,Estate Ridge Cabernet,Beer,Jamie Patel,176,159,2,17,2
2026-01-24,Austin,Market Street,Lone Star Vodka,Wine,Jamie Patel,120,123,1,9,2
2026-01-24,Austin,Tom Thumb,Gulf Tequila,Beer,Sam Nguyen,145,140,1,18,2
2026-01-24,Houston,Market Street,Prairie Pinot Grigio,Wine,Riley Brooks,157,155,0,13,1
2026-01-24,San Antonio,Kroger,Hill Country IPA,Beer,Sam Nguyen,163,173,1,8,2
2026-01-24,Dallas,Central Market,Gulf Tequila,Beer,Jamie Patel,149,153,1,7,0
2026-01-24,Dallas,Market Street,Hill Country IPA,Beer,Riley Brooks,165,197,1,9,0
2026-01-24,San Antonio,Tom Thumb,Gulf Tequila,Wine,Jamie Patel,131,124,1,12,0
2026-01-24,San Antonio,Central Market,Prairie Pinot Grigio,Wine,Taylor Morgan,152,162,1,11,0
2026-01-24,Dallas,Kroger,Gulf Tequila,Wine,Riley Brooks,110,116,1,10,0
2026-01-24,San Antonio,Kroger,Hill Country IPA,Spirits,Sam Nguyen,115,109,1,16,2
2026-01-24,Dallas,Central Market,Estate Ridge Cabernet,Wine,Sam Nguyen,172,171,2,16,2
2026-01-24,Houston,Tom Thumb,Estate Ridge Cabernet,Spirits,Riley Brooks,105,114,1,6,0
2026-01-24,San Antonio,Tom Thumb,Gulf Tequila,Spirits,Riley Brooks,121,116,1,8,0
2026-01-24,Dallas,Whole Foods,Prairie Pinot Grigio,Spirits,Jordan Lee,116,90,0,9,1
2026-01-24,Austin,Market Street,Lone Star Vodka,Beer,Drew Kim,175,148,2,10,1
2026-01-24,Houston,Market Street,Prairie Pinot Grigio,Spirits,Casey Diaz,157,138,0,8,0
2026-01-24,San Antonio,Central Market,Lone Star Vodka,Spirits,Alex Carter,123,97,0,16,2
2026-01-24,Dallas,Kroger,Lone Star Vodka,Beer,Jordan Lee,153,152,1,11,0
2026-01-24,Houston,Kroger,Lone Star Vodka,Spirits,Sam Nguyen,131,123,2,7,3
2026-01-24,Austin,Kroger,Hill Country IPA,Spirits,Riley Brooks,116,140,1,14,2
2026-01-24,Austin,Central Market,Lone Star Vodka,Spirits,Jamie Patel,117,106,0,8,0
2026-01-24,San Antonio,Whole Foods,Gulf Tequila,Beer,Taylor Morgan,193,186,0,15,2
2026-01-24,Houston,Whole Foods,Gulf Tequila,Beer,Riley Brooks,200,224,1,17,0
2026-01-24,San Antonio,Whole Foods,Hill Country IPA,Wine,Jamie Patel,144,150,0,10,2
